,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
267,Residential Plot,PKR3.15 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,1 day ago,
268,Residential Plot,PKR1.95 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
269,Residential Plot,PKR2.7 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,1 day ago,
270,Residential Plot,PKR2.65 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,1 day ago,
271,Residential Plot,PKR1.8 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
272,Residential Plot,PKR1.9 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 day ago,
273,Residential Plot,PKR85 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,
274,Commercial Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas"
275,Residential Plot,PKR2.3 Crore,"State Life Housing Society, Lahore, Punjab",-,16 Marla,For Sale,-,5 days ago,
276,Residential Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,13 Marla,For Sale,-,1 day ago,
277,Residential Plot,PKR3 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas"
278,Commercial Plot,PKR2.25 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff"
279,Residential Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places"
280,Residential Plot,PKR1.7 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff"
281,Residential Plot,PKR2.7 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff"
282,Residential Plot,PKR3.25 Crore,"State Life Housing Society, Lahore, Punjab",-,1.2 Kanal,For Sale,-,5 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places"
283,Residential Plot,PKR2.65 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff"
284,Residential Plot,PKR2.45 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff"
285,Residential Plot,PKR2.5 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff"
