,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
100,Residential Plot,PKR1.5 Crore,"Wapda Town, Lahore, Punjab",-,5.6 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
101,Residential Plot,PKR2.7 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
102,Commercial Plot,PKR4.75 Crore,"Wapda Town, Lahore, Punjab",-,1.5 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
103,Residential Plot,PKR1.4 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
104,Residential Plot,PKR2.15 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
105,Residential Plot,PKR3 Crore,"Wapda Town, Lahore, Punjab",-,1.1 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
106,Residential Plot,PKR1.45 Crore,"Wapda Town, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
107,Residential Plot,PKR2.05 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
108,Residential Plot,PKR1.05 Crore,"Wapda Town, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
109,Residential Plot,PKR1.5 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
110,Residential Plot,PKR1.55 Crore,"Wapda Town, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
111,Residential Plot,PKR1.8 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Possesion,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Security Staff"
112,Commercial Plot,PKR5.25 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places"
113,Residential Plot,PKR2.75 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Possesion,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities"
114,Residential Plot,PKR1.85 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,6 days ago,"Possesion,Corner,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Security Staff"
