,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
82,Agricultural Land,PKR2.35 Crore,"Bedian Road, Lahore, Punjab",-,40 Kanal,For Sale,-,4 days ago,"Possesion,Electricity,Irrigation,Tube Wells,Accessible by Road,Land Fertility,Nearby Water Resources,Other Land Features,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
83,Residential Plot,PKR1.3 Crore,"Bedian Road, Lahore, Punjab",1,2 Kanal,For Sale,1,4 days ago,"Other Community Facilities,Other Healthcare and Recreation Facilities,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities",,,
84,Residential Plot,PKR80 Lakh,"Bedian Road, Lahore, Punjab",-,2 Kanal,For Sale,-,4 days ago,"Possesion,Sewerage,Electricity,Boundary Wall,Nearby Schools,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff",,,
85,Agricultural Land,PKR1.2 Crore,"Bedian Road, Lahore, Punjab",-,3 Kanal,For Sale,-,4 days ago,"Possesion,Tube Wells,Accessible by Road,Boundary Lines,Nearby Water Resources,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff",,,
86,Residential Plot,PKR70 Lakh,"Bedian Road, Lahore, Punjab",-,2 Kanal,For Sale,-,1 day ago,,PKR17.5 Lakh,PKR4.38 Lakh,12 Months
87,Residential Plot,PKR4.2 Crore,"Bedian Road, Lahore, Punjab",-,24 Kanal,For Sale,-,4 days ago,,,,
88,Residential Plot,PKR3.3 Crore,"Bedian Road, Lahore, Punjab",-,3 Kanal,For Sale,-,4 days ago,,,,
89,Residential Plot,PKR70 Lakh,"Bedian Road, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
90,Commercial Plot,PKR30 Crore,"Bedian Road, Lahore, Punjab",-,5 Kanal,For Sale,-,3 days ago,"Possesion,Corner,Park Facing,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff",,,
91,Residential Plot,PKR5.6 Crore,"Bedian Road, Lahore, Punjab",-,9.6 Kanal,For Sale,-,3 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service",,,
92,Residential Plot,PKR3.7 Crore,"Bedian Road, Lahore, Punjab",-,14 Kanal,For Sale,-,3 days ago,,,,
93,Residential Plot,PKR35 Lakh,"Bedian Road, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",PKR8.75 Lakh,PKR2.19 Lakh,12 Months
94,Agricultural Land,PKR49.92 Crore,"Bedian Road, Lahore, Punjab",-,96 Kanal,For Sale,-,2 days ago,,,,
95,Agricultural Land,PKR22.75 Crore,"Bedian Road, Lahore, Punjab",-,52 Kanal,For Sale,-,2 days ago,,,,
