,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
117,Residential Plot,PKR2.45 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,6 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
118,Residential Plot,PKR2.75 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,6 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
119,Residential Plot,PKR2.5 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,6 days ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
120,Commercial Plot,PKR3 Crore,"OPF Housing Scheme, Lahore, Punjab",-,7.3 Marla,For Sale,-,6 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall",,,
121,Residential Plot,PKR1.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,,,,
122,Residential Plot,PKR1.05 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,,,,
123,Residential Plot,PKR2.5 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,6 hours ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
124,Residential Plot,PKR1.4 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 hours ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
125,Residential Plot,PKR1.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 hours ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
126,Residential Plot,PKR1.8 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 hours ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
