,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
139,Residential Plot,PKR75 Lakh,"Ferozepur Road, Lahore, Punjab",-,7 Marla,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas",,,
140,Residential Plot,PKR44 Lakh,"Ferozepur Road, Lahore, Punjab",-,3.5 Marla,For Sale,-,6 days ago,,,,
141,Residential Plot,PKR43 Lakh,"Ferozepur Road, Lahore, Punjab",-,3.5 Marla,For Sale,-,6 days ago,,,,
142,Residential Plot,PKR68.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,7.8 Marla,For Sale,-,6 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas",,,
143,Residential Plot,PKR68.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,7.8 Marla,For Sale,-,6 days ago,,,,
144,Residential Plot,PKR29.75 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,6 days ago,,PKR8 Lakh,PKR22.73 Thousand,55 Months
145,Agricultural Land,PKR2 Arab,"Ferozepur Road, Lahore, Punjab",-,"4,500 Kanal",For Sale,-,6 days ago,"Possesion,Electricity,Sui Gas,Irrigation,Tube Wells,Accessible by Road,Perimeter Fencing,Land Fertility,Nearby Water Resources,Other Land Features,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
146,Industrial Land,PKR1.5 Crore,"Ferozepur Road, Lahore, Punjab",-,1 Kanal,For Sale,-,6 days ago,,,,
147,Industrial Land,PKR22 Crore,"Ferozepur Road, Lahore, Punjab",-,22 Kanal,For Sale,-,6 days ago,,,,
148,Residential Plot,PKR1.1 Crore,"Ferozepur Road, Lahore, Punjab",-,10 Marla,For Sale,-,6 days ago,,,,
149,Industrial Land,PKR36 Crore,"Ferozepur Road, Lahore, Punjab",-,40 Kanal,For Sale,-,6 days ago,,,,
150,Residential Plot,PKR65 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,"Possesion,Corner,Park Facing,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
151,Industrial Land,PKR3 Crore,"Ferozepur Road, Lahore, Punjab",-,2 Kanal,For Sale,-,6 days ago,,,,
152,Industrial Land,PKR6 Crore,"Ferozepur Road, Lahore, Punjab",-,4 Kanal,For Sale,-,6 days ago,,,,
153,Residential Plot,PKR15 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,6 days ago,,,,
154,Agricultural Land,PKR1.06 Arab,"Ferozepur Road, Lahore, Punjab",-,425 Kanal,For Sale,-,6 days ago,,,,
155,Industrial Land,PKR3.4 Crore,"Ferozepur Road, Lahore, Punjab",-,4 Kanal,For Sale,-,6 days ago,,,,
156,Industrial Land,PKR6.8 Crore,"Ferozepur Road, Lahore, Punjab",-,8 Kanal,For Sale,-,6 days ago,,,,
157,Residential Plot,PKR49.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",PKR14.85 Lakh,PKR40 Thousand,48 Months
158,Commercial Plot,PKR22.5 Crore,"Ferozepur Road, Lahore, Punjab",-,15 Kanal,For Sale,-,6 days ago,,,,
159,Industrial Land,PKR27 Crore,"Ferozepur Road, Lahore, Punjab",-,18 Kanal,For Sale,-,6 days ago,,,,
160,Residential Plot,PKR18 Lakh,"Ferozepur Road, Lahore, Punjab",-,4 Marla,For Sale,-,1 week ago,,,,
161,Residential Plot,PKR25 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,"Possesion,Corner,Park Facing,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
162,Residential Plot,PKR32 Lakh,"Ferozepur Road, Lahore, Punjab",-,8 Marla,For Sale,-,1 week ago,,,,
163,Residential Plot,PKR45 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,,,,
164,Residential Plot,PKR45 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,,,,
165,Commercial Plot,PKR1.1 Crore,"Ferozepur Road, Lahore, Punjab",-,4 Marla,For Sale,-,1 week ago,,,,
166,Residential Plot,PKR14.25 Lakh,"Ferozepur Road, Lahore, Punjab",-,3 Marla,For Sale,-,1 week ago,,PKR2.75 Lakh,PKR10.5 Thousand,60 Months
167,Residential Plot,PKR22.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
168,Residential Plot,PKR22.5 Lakh,"Ferozepur Road, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
