,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
119,Residential Plot,PKR50 Lakh,"Eden, Lahore, Punjab",-,4 Marla,For Sale,-,6 days ago,,,,
120,Residential Plot,PKR2.7 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,6 days ago,"Possesion,Park Facing,Disputed,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
121,Residential Plot,PKR4.7 Crore,"Eden, Lahore, Punjab",-,1.6 Kanal,For Sale,-,6 days ago,,,,
122,Residential Plot,PKR15.4 Crore,"Eden, Lahore, Punjab",-,4 Kanal,For Sale,-,6 days ago,,,,
123,Residential Plot,PKR2.85 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,6 days ago,,,,
124,Residential Plot,PKR2.95 Crore,"Eden, Lahore, Punjab",-,1.2 Kanal,For Sale,-,6 days ago,,,,
125,Residential Plot,PKR3.15 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,8 hours ago,,,,
126,Residential Plot,PKR15.25 Crore,"Eden, Lahore, Punjab",-,4 Kanal,For Sale,-,6 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Security Staff",,,
127,Residential Plot,PKR68 Lakh,"Eden, Lahore, Punjab",-,5.2 Marla,For Sale,-,6 days ago,,,,
128,Residential Plot,PKR84 Lakh,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,6 days ago,,,,
129,Commercial Plot,PKR3.75 Crore,"Eden, Lahore, Punjab",-,4 Marla,For Sale,-,1 week ago,"Possesion,Corner,Park Facing,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff",PKR75 Lakh,PKR28.13 Lakh,8 Months
130,Residential Plot,PKR95 Lakh,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,,,,
131,Residential Plot,PKR90 Lakh,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,,,,
132,Residential Plot,PKR45 Lakh,"Eden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,,,,
133,Residential Plot,PKR68 Lakh,"Eden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,,,,
134,Residential Plot,PKR65 Lakh,"Eden, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,,,,
135,Residential Plot,PKR3 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,,,,
136,Residential Plot,PKR3.1 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,,,,
137,Residential Plot,PKR2.85 Crore,"Eden, Lahore, Punjab",-,16 Marla,For Sale,-,1 week ago,,,,
