,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
97,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
98,Residential Plot,PKR1.35 Crore,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
99,Residential Plot,PKR1.31 Crore,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
100,Residential Plot,PKR4.95 Crore,"Paragon City, Lahore, Punjab",-,1.2 Kanal,For Sale,-,4 days ago,
101,Residential Plot,PKR2.05 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
102,Residential Plot,PKR1.15 Crore,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
103,Residential Plot,PKR85 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
104,Residential Plot,PKR2.1 Crore,"Paragon City, Lahore, Punjab",-,12 Marla,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
105,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
106,Residential Plot,PKR2.5 Crore,"Paragon City, Lahore, Punjab",-,15 Marla,For Sale,-,4 days ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
107,Residential Plot,PKR6 Crore,"Paragon City, Lahore, Punjab",-,2 Kanal,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
108,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,4 days ago,
109,Residential Plot,PKR2.15 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Security Staff"
110,Commercial Plot,PKR2.1 Crore,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,4 days ago,
111,Commercial Plot,PKR4 Crore,"Paragon City, Lahore, Punjab",-,8 Marla,For Sale,-,4 days ago,
112,Commercial Plot,PKR1.6 Crore,"Paragon City, Lahore, Punjab",-,8 Marla,For Sale,-,4 days ago,
113,Commercial Plot,PKR1.7 Crore,"Paragon City, Lahore, Punjab",-,8 Marla,For Sale,-,4 days ago,
114,Residential Plot,PKR1.7 Crore,"Paragon City, Lahore, Punjab",-,7 Marla,For Sale,-,4 days ago,
115,Residential Plot,PKR1.2 Crore,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
116,Residential Plot,PKR2.4 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,
117,Residential Plot,PKR3.5 Crore,"Paragon City, Lahore, Punjab",-,1.1 Kanal,For Sale,-,4 days ago,
118,Residential Plot,PKR3.5 Crore,"Paragon City, Lahore, Punjab",-,1 Kanal,For Sale,-,4 days ago,
119,Residential Plot,PKR1.7 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,
120,Residential Plot,PKR2 Crore,"Paragon City, Lahore, Punjab",-,12 Marla,For Sale,-,4 days ago,
121,Residential Plot,PKR1.75 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,
122,Residential Plot,PKR1 Crore,"Paragon City, Lahore, Punjab",-,4.2 Marla,For Sale,-,4 days ago,
123,Residential Plot,PKR85 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
124,Residential Plot,PKR65 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
125,Residential Plot,PKR80 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
126,Residential Plot,PKR70 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
127,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,
128,Residential Plot,PKR1.2 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,
129,Residential Plot,PKR1.1 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,
130,Residential Plot,PKR1.15 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,
131,Residential Plot,PKR1 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,
132,Residential Plot,PKR80 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,4 days ago,
133,Residential Plot,PKR1.7 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,
134,Residential Plot,PKR1.55 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,4 days ago,
135,Commercial Plot,PKR3 Crore,"Paragon City, Lahore, Punjab",-,8 Marla,For Sale,-,4 days ago,
136,Residential Plot,PKR80 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities"
