,Type,Price,advance,Monthly installment,Remaining installments,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
563,Residential Plot,PKR70 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,3 months ago,
564,Residential Plot,PKR53.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 months ago,
565,Residential Plot,PKR48 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,3 months ago,
566,Residential Plot,PKR92 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,3 months ago,
567,Residential Plot,PKR55 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,3 months ago,
568,Residential Plot,PKR25.2 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,4 months ago,
569,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 months ago,
570,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 months ago,
571,Residential Plot,PKR66 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,6 Marla,For Sale,-,4 months ago,
572,Residential Plot,PKR70 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,10 Marla,For Sale,-,4 months ago,
573,Residential Plot,PKR16.95 Lakh,PKR2.75 Lakh,PKR14 Thousand,60 Months,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,4 months ago,
574,Residential Plot,PKR24 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,3 months ago,
575,Residential Plot,PKR24 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,3 months ago,
576,Residential Plot,PKR70 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,3 months ago,
577,Commercial Plot,PKR68 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,4 Marla,For Sale,-,3 months ago,
578,Residential Plot,PKR52.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,14 Marla,For Sale,-,3 months ago,
579,Commercial Plot,PKR38.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,3 months ago,
580,Commercial Plot,PKR38.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,3 months ago,
581,Commercial Plot,PKR38.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,2 Marla,For Sale,-,3 months ago,
582,Residential Plot,PKR23.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,4 months ago,"Possesion,Sewerage,Electricity,Water Supply"
583,Plot File,PKR70 Lakh,PKR10.5 Lakh,PKR45 Thousand,60 Months,"Al Rehman Garden, Lahore, Punjab",-,1 Kanal,For Sale,-,6 months ago,
584,Residential Plot,PKR60 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,6 months ago,"Possesion,Electricity,Water Supply,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Other Nearby Places,Security Staff"
585,Residential Plot,PKR50 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,6 months ago,"Possesion,Park Facing,Sewerage,Electricity,Water Supply"
586,Plot File,PKR5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3 Marla,For Sale,-,6 months ago,File
587,Residential Plot,PKR40 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,6 months ago,
588,Plot File,PKR3.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,6 months ago,
589,Residential Plot,PKR42.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,7 months ago,
590,Plot File,PKR3 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,7 months ago,
591,Plot File,PKR15.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,8 months ago,
592,Residential Plot,PKR72 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,8 Marla,For Sale,-,8 months ago,
593,Residential Plot,PKR43.5 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,8 months ago,
594,Residential Plot,PKR67 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,6 Marla,For Sale,-,8 months ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Other Nearby Places,Security Staff"
595,Residential Plot,PKR60 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,5 Marla,For Sale,-,9 months ago,
596,Plot File,PKR2.75 Lakh,,,,"Al Rehman Garden, Lahore, Punjab",-,3.5 Marla,For Sale,-,9 months ago,
